幐偡傞	NewWord	NewWord	偲	1011	101101	NO	I-R
尒崬傑	1011	101101	傟傞	1111	111110	NO	I-R
応崌	1100	110010	偼	1000	NONE	丄	E-R
懍傗偐	1111	111101	偵	1011	101110	NO	I-E
強梫	1101	110110	偺	1010	NONE	NO	I-E
慬抲	1101	110111	偑	1011	101111	NO	I-E
島偤	1111	111101	側偄	1111	111110	丅	E-E

惌晎	1101	110111	偼	1000	NONE	丄	E-S2
彮側偔偲傕	1111	111101	彮側偔偲傕	1111	111101	NO	I-E
偛偲	1101	110111	偵	1011	101110	丄	I-E
媦傃	1010	101010	媦傃	1010	101010	NO	I-E
晧扴	1111	111101	偺	1010	NONE	NO	I-E
暲傃偵	1010	101010	暲傃偵	1010	101010	NO	I-E
偙偺	1101	110110	偙偺	1101	110110	NO	I-E
朄棩	1101	110110	偵傛傞	1111	111111	NO	I-E
媼晅	1101	110100	偵	1011	101110	NO	I-E
梫偡傞	1001	100110	梫偡傞	1001	100110	NO	I-E
旓梡	1101	110111	偺	1010	NONE	NO	I-E
偦偺懠	1010	101011	偺	1010	NONE	NO	I-E
帠嬈	1101	110100	偺	1010	NONE	NO	I-E
嵿惌	1101	110101	偵	1011	101110	NO	I-E
學傞	1111	111100	學傞	1111	111100	NO	I-E
廂巟	1101	110100	偵偮偄偰	1010	101011	NO	I-E
偦偺	1101	110101	偦偺	1101	110101	NO	I-E
媦傃	1010	101010	媦傃	1010	101010	NO	I-E
婜娫	1101	110111	偵偍偗傞	1010	101010	NO	I-E
尒捠偟	1101	110111	傪	1011	101111	NO	I-E
偟	1001	NONE	側偄	1111	111110	丅	E-E

慜崁	1101	110110	偺	1010	NONE	NO	I-S2
婜娫	1101	110111	偼	1000	NONE	丄	E-S2
嵿惌	1101	110101	偺	1010	NONE	NO	I-E
媦傃	1010	101010	媦傃	1010	101010	NO	I-E
尒捠偟	1101	110111	偑	1011	101111	NO	I-E
偝	1011	101101	傟傞	1111	111110	NO	I-E
埲崀	1101	110111	埲崀	1101	110111	NO	I-E
偍偍傓偹	0110	NONE	偍偍傓偹	0110	NONE	NO	I-E
擭娫	0101	NONE	偲	1011	101101	NO	I-E
偡傞	1111	111111	偡傞	1111	111111	丅	E-E

惌晎	1101	110111	偼	1000	NONE	丄	E-S3
崁	0101	NONE	偺	1010	NONE	NO	I-R
婯掕	1111	111101	偵傛傝	1111	111111	NO	I-R
嵿惌	1101	110101	偺	1010	NONE	NO	I-R
媦傃	1010	101010	媦傃	1010	101010	NO	I-R
尒捠偟	1101	110111	傪	1011	101111	NO	I-R
偟	1001	NONE	偨	1110	111011	NO	I-R
偲偒	1100	110011	偼	1000	NONE	丄	E-R
抶懾	1101	110101	抶懾	1101	110101	NO	I-E
側偔	1110	111010	側偔	1110	111010	丄	I-E
偙傟	1111	111101	傪	1011	101111	NO	I-E
偟	1001	NONE	側偄	1111	111110	丅	E-E

偙偺	1101	110110	偙偺	1101	110110	NO	I-EL
朄棩	1101	110110	偵偍偄偰	1010	101011	丄	I-EL
朄	1101	110110	偼	1000	NONE	丄	E-EL
師	1101	110110	偺	1010	NONE	NO	I-ER
崋	0100	NONE	偵	1011	101110	NO	I-ER
宖偘傞	1111	111100	宖偘傞	1111	111100	NO	I-ER
朄棩	1101	110110	傪	1011	101111	NO	I-ER
偄偆	1111	111110	偄偆	1111	111110	丅	E-ER

偙偺	1101	110110	偙偺	1101	110110	NO	I-EL
朄棩	1101	110110	偵偍偄偰	1010	101011	丄	I-EL
婜娫	1101	110111	偼	1000	NONE	丄	E-EL
崁	0101	NONE	崁	0101	NONE	NO	I-ER
崋	0100	NONE	偵	1011	101110	NO	I-ER
偡傞	1111	111111	偡傞	1111	111111	NO	I-ER
幰	1101	110111	偺	1010	NONE	NO	I-ER
婜娫	1101	110111	偺	1010	NONE	NO	I-ER
偆偪	1101	110111	偆偪	1101	110111	NO	I-ER
偝	1011	101101	偨	1110	111011	NO	I-ER
椏	1101	110100	偵	1011	101110	NO	I-ER
學傞	1111	111100	學傞	1111	111100	NO	I-ER
傕偺	1100	110010	傕偺	1100	110010	丄	I-ER
崁	0101	NONE	崁	0101	NONE	NO	I-ER
崋	0100	NONE	偵	1011	101110	NO	I-ER
偡傞	1111	111111	偡傞	1111	111111	NO	I-ER
幰	1101	110111	偺	1010	NONE	NO	I-ER
媦傃	1010	101010	媦傃	1010	101010	NO	I-ER
崁	0101	NONE	崁	0101	NONE	NO	I-ER
崋	0100	NONE	偵	1011	101110	NO	I-ER
偡傞	1111	111111	偡傞	1111	111111	NO	I-ER
幰	1101	110111	偺	1010	NONE	NO	I-ER
婜娫	1101	110111	傪	1011	101111	NO	I-ER
偟	1001	NONE	偨	1110	111011	NO	I-ER
婜娫	1101	110111	傪	1011	101111	NO	I-ER
偄偆	1111	111110	偄偆	1111	111110	丅	E-ER

偙偺	1101	110110	偙偺	1101	110110	NO	I-EL
朄棩	1101	110110	偵偍偄偰	1010	101011	丄	I-EL
婜娫	1101	110111	偼	1000	NONE	丄	E-EL
婜娫	1101	110111	婜娫	1101	110111	丄	I-ER
椏	1101	110100	椏	1101	110100	NO	I-ER
婜娫	1101	110111	婜娫	1101	110111	丄	I-ER
媦傃	1010	101010	媦傃	1010	101010	NO	I-ER
椏	1101	110100	椏	1101	110100	NO	I-ER
婜娫	1101	110111	傪	1011	101111	NO	I-ER
偟	1001	NONE	偨	1110	111011	NO	I-ER
婜娫	1101	110111	傪	1011	101111	NO	I-ER
偄偆	1111	111110	偄偆	1111	111110	丅	E-ER

偙偺	1101	110110	偙偺	1101	110110	NO	I-EL
朄棩	1101	110110	偵偍偄偰	1010	101011	丄	I-EL
婜娫	1101	110111	偼	1000	NONE	丄	E-EL
崁	0101	NONE	崁	0101	NONE	NO	I-ER
崋	0100	NONE	偵	1011	101110	NO	I-ER
偡傞	1111	111111	偡傞	1111	111111	NO	I-ER
幰	1101	110111	偺	1010	NONE	NO	I-ER
婜娫	1101	110111	偰	1110	111010	NO	I-ER
忦	0101	NONE	忦	0101	NONE	丄	I-ER
枖偼	1010	101010	枖偼	1010	101010	NO	I-ER
忦	0101	NONE	偺	1010	NONE	NO	I-ER
崁	0101	NONE	偺	1010	NONE	NO	I-ER
婯掕	1111	111101	偵傛傝	1111	111111	NO	I-ER
偡傞	1111	111111	偡傞	1111	111111	NO	I-ER
偙偲	1100	110010	傪	1011	101111	NO	I-ER
梫偟	1001	100111	側偄	1111	111110	NO	I-ER
傕偺	1100	110010	偲	1011	101101	NO	I-ER
偝	1011	101101	偨	1110	111011	NO	I-ER
椏	1101	110100	偵	1011	101110	NO	I-ER
學傞	1111	111100	學傞	1111	111100	NO	I-ER
傕偺	1100	110010	偺	1010	NONE	NO	I-ER
偆偪	1101	110111	偆偪	1101	110111	丄	I-ER
崁	0101	NONE	偺	1010	NONE	NO	I-ER
婯掕	1111	111101	偵傛傝	1111	111111	NO	I-ER
偝	1011	101101	偨	1110	111011	NO	I-ER
傕偺	1100	110010	偲	1011	101101	NO	I-ER
傒側偝	1011	101101	傟傞	1111	111110	NO	I-ER
椏	1101	110100	偵	1011	101110	NO	I-ER
學傞	1111	111100	學傞	1111	111100	NO	I-ER
婜娫	1101	110111	傪	1011	101111	NO	I-ER
彍偄	1001	100110	偨	1110	111011	NO	I-ER
傕偺	1100	110010	傪	1011	101111	NO	I-ER
偟	1001	NONE	偨	1110	111011	NO	I-ER
婜娫	1101	110111	傪	1011	101111	NO	I-ER
偄偆	1111	111110	偄偆	1111	111110	丅	E-ER

偙偺	1101	110110	偙偺	1101	110110	NO	I-EL
朄棩	1101	110110	偵偍偄偰	1010	101011	丄	I-EL
椏	1101	110100	椏	1101	110100	NO	I-EL
婜娫	1101	110111	偼	1000	NONE	丄	E-EL
崁	0101	NONE	崁	0101	NONE	NO	I-ER
崋	0100	NONE	偵	1011	101110	NO	I-ER
偡傞	1111	111111	偡傞	1111	111111	NO	I-ER
幰	1101	110111	偺	1010	NONE	NO	I-ER
婜娫	1101	110111	偰	1110	111010	NO	I-ER
忦	0101	NONE	偺	1010	NONE	NO	I-ER
崁	0101	NONE	偺	1010	NONE	NO	I-ER
婯掕	1111	111101	偵傛傝	1111	111111	NO	I-ER
偦偺	1101	110101	偦偺	1101	110101	NO	I-ER
嶰	0011	NONE	偺	1010	NONE	NO	I-ER
妟	1101	110111	偵偮偒	1010	101011	NO	I-ER
偡傞	1111	111111	偡傞	1111	111111	NO	I-ER
偙偲	1100	110010	傪	1011	101111	NO	I-ER
梫偟	1001	100111	側偄	1111	111110	NO	I-ER
傕偺	1100	110010	偲	1011	101101	NO	I-ER
偝	1011	101101	偨	1110	111011	NO	I-ER
椏	1101	110100	偵	1011	101110	NO	I-ER
學傞	1111	111100	學傞	1111	111100	NO	I-ER
傕偺	1100	110010	偺	1010	NONE	NO	I-ER
偆偪	1101	110111	偆偪	1101	110111	丄	I-ER
崁	0101	NONE	偺	1010	NONE	NO	I-ER
婯掕	1111	111101	偵傛傝	1111	111111	NO	I-ER
偝	1011	101101	偨	1110	111011	NO	I-ER
傕偺	1100	110010	偲	1011	101101	NO	I-ER
傒側偝	1011	101101	傟傞	1111	111110	NO	I-ER
椏	1101	110100	偵	1011	101110	NO	I-ER
學傞	1111	111100	學傞	1111	111100	NO	I-ER
婜娫	1101	110111	傪	1011	101111	NO	I-ER
彍偄	1001	100110	偨	1110	111011	NO	I-ER
傕偺	1100	110010	傪	1011	101111	NO	I-ER
偟	1001	NONE	偨	1110	111011	NO	I-ER
婜娫	1101	110111	傪	1011	101111	NO	I-ER
偄偆	1111	111110	偄偆	1111	111110	丅	E-ER

偙偺	1101	110110	偙偺	1101	110110	NO	I-EL
朄棩	1101	110110	偵偍偄偰	1010	101011	丄	I-EL
婜娫	1101	110111	偼	1000	NONE	丄	E-EL
崁	0101	NONE	崁	0101	NONE	NO	I-ER
崋	0100	NONE	偵	1011	101110	NO	I-ER
偡傞	1111	111111	偡傞	1111	111111	NO	I-ER
幰	1101	110111	偺	1010	NONE	NO	I-ER
婜娫	1101	110111	偰	1110	111010	NO	I-ER
忦	0101	NONE	偺	1010	NONE	NO	I-ER
崁	0101	NONE	偺	1010	NONE	NO	I-ER
婯掕	1111	111101	偵傛傝	1111	111111	NO	I-ER
偦偺	1101	110101	偦偺	1101	110101	NO	I-ER
敿妟	NewWord	NewWord	偵偮偒	1010	101011	NO	I-ER
偡傞	1111	111111	偡傞	1111	111111	NO	I-ER
偙偲	1100	110010	傪	1011	101111	NO	I-ER
梫偟	1001	100111	側偄	1111	111110	NO	I-ER
傕偺	1100	110010	偲	1011	101101	NO	I-ER
偝	1011	101101	偨	1110	111011	NO	I-ER
椏	1101	110100	偵	1011	101110	NO	I-ER
學傞	1111	111100	學傞	1111	111100	NO	I-ER
傕偺	1100	110010	偺	1010	NONE	NO	I-ER
偆偪	1101	110111	偆偪	1101	110111	丄	I-ER
崁	0101	NONE	偺	1010	NONE	NO	I-ER
婯掕	1111	111101	偵傛傝	1111	111111	NO	I-ER
偝	1011	101101	偨	1110	111011	NO	I-ER
傕偺	1100	110010	偲	1011	101101	NO	I-ER
傒側偝	1011	101101	傟傞	1111	111110	NO	I-ER
椏	1101	110100	偵	1011	101110	NO	I-ER
學傞	1111	111100	學傞	1111	111100	NO	I-ER
婜娫	1101	110111	傪	1011	101111	NO	I-ER
彍偄	1001	100110	偨	1110	111011	NO	I-ER
傕偺	1100	110010	傪	1011	101111	NO	I-ER
偟	1001	NONE	偨	1110	111011	NO	I-ER
婜娫	1101	110111	傪	1011	101111	NO	I-ER
偄偆	1111	111110	偄偆	1111	111110	丅	E-ER

偙偺	1101	110110	偙偺	1101	110110	NO	I-EL
朄棩	1101	110110	偵偍偄偰	1010	101011	丄	I-EL
椏	1101	110100	椏	1101	110100	NO	I-EL
婜娫	1101	110111	偼	1000	NONE	丄	E-EL
崁	0101	NONE	崁	0101	NONE	NO	I-ER
崋	0100	NONE	偵	1011	101110	NO	I-ER
偡傞	1111	111111	偡傞	1111	111111	NO	I-ER
幰	1101	110111	偺	1010	NONE	NO	I-ER
婜娫	1101	110111	偰	1110	111010	NO	I-ER
忦	0101	NONE	偺	1010	NONE	NO	I-ER
崁	0101	NONE	偺	1010	NONE	NO	I-ER
婯掕	1111	111101	偵傛傝	1111	111111	NO	I-ER
偦偺	1101	110101	偦偺	1101	110101	NO	I-ER
堦	NONE	NONE	偺	1010	NONE	NO	I-ER
妟	1101	110111	偵偮偒	1010	101011	NO	I-ER
偡傞	1111	111111	偡傞	1111	111111	NO	I-ER
偙偲	1100	110010	傪	1011	101111	NO	I-ER
梫偟	1001	100111	側偄	1111	111110	NO	I-ER
傕偺	1100	110010	偲	1011	101101	NO	I-ER
偝	1011	101101	偨	1110	111011	NO	I-ER
椏	1101	110100	偵	1011	101110	NO	I-ER
學傞	1111	111100	學傞	1111	111100	NO	I-ER
傕偺	1100	110010	偺	1010	NONE	NO	I-ER
偆偪	1101	110111	偆偪	1101	110111	丄	I-ER
崁	0101	NONE	偺	1010	NONE	NO	I-ER
婯掕	1111	111101	偵傛傝	1111	111111	NO	I-ER
偝	1011	101101	偨	1110	111011	NO	I-ER
傕偺	1100	110010	偲	1011	101101	NO	I-ER
傒側偝	1011	101101	傟傞	1111	111110	NO	I-ER
椏	1101	110100	偵	1011	101110	NO	I-ER
學傞	1111	111100	學傞	1111	111100	NO	I-ER
婜娫	1101	110111	傪	1011	101111	NO	I-ER
彍偄	1001	100110	偨	1110	111011	NO	I-ER
傕偺	1100	110010	傪	1011	101111	NO	I-ER
偟	1001	NONE	偨	1110	111011	NO	I-ER
婜娫	1101	110111	傪	1011	101111	NO	I-ER
偄偆	1111	111110	偄偆	1111	111110	丅	E-ER

偙偺	1101	110110	偙偺	1101	110110	NO	O
朄棩	1101	110110	偵偍偄偰	1010	101011	丄	O
幰	1101	110111	幰	1101	110111	丄	I-S2
媦傃	1010	101010	媦傃	1010	101010	NO	I-S2
嵢	NewWord	NewWord	偼	1000	NONE	丄	E-S2
崶堶	1101	110111	偺	1010	NONE	NO	I-E
撏弌	1101	110111	傪	1011	101111	NO	I-E
偟	1001	NONE	偑	1011	101111	丄	I-E
忋	1101	110111	忋	1101	110111	NO	I-E
娭學	1101	110101	偲	1011	101101	NO	I-E
摨條	1111	111110	偺	1010	NONE	NO	I-E
帠忣	1101	110111	偵	1011	101110	NO	I-E
偁傞	1111	111110	偁傞	1111	111110	NO	I-E
幰	1101	110111	傪	1011	101111	NO	I-E
娷傓	1111	111110	娷傓	1111	111110	NO	I-E
傕偺	1100	110010	偲	1011	101101	NO	I-E
偡傞	1111	111111	偡傞	1111	111111	丅	E-E

偙偺	1101	110110	偙偺	1101	110110	NO	I-EL
朄棩	1101	110110	偵偍偄偰	1010	101011	丄	I-EL
幰	1101	110111	偼	1000	NONE	丄	E-EL
曐尟	1101	110100	偺	1010	NONE	NO	I-ER
枖偼	1010	101010	枖偼	1010	101010	NO	I-ER
摍	1101	110110	傪	1011	101111	NO	I-ER
偄偆	1111	111110	偄偆	1111	111110	丅	E-ER

偙偺	1101	110110	偙偺	1101	110110	NO	I-EL
朄棩	1101	110110	偵偍偄偰	1010	101011	丄	I-EL
摍	1101	110110	偼	1000	NONE	丄	E-EL
夛	1101	110110	夛	1101	110110	丄	I-ER
枖偼	1010	101010	枖偼	1010	101010	NO	I-ER
抍	1101	110111	傪	1011	101111	NO	I-ER
偄偆	1111	111110	偄偆	1111	111110	丅	E-ER

偙偺	1101	110110	偙偺	1101	110110	NO	I-S2
朄棩	1101	110110	偵	1011	101110	NO	I-S2
偡傞	1111	111111	偡傞	1111	111111	NO	I-S2
挿姱	1101	110110	偺	1010	NONE	NO	I-S2
尃尷	1101	110111	偺	1010	NONE	NO	I-S2
堦晹	1101	110111	偼	1000	NONE	丄	E-S2
惌椷	1101	110101	偺	1010	NONE	NO	I-E
掕傔傞	1111	111110	掕傔傞	1111	111110	NO	I-E
偲偙傠	1101	110111	偵	1011	101110	NO	I-E
傛傝	1001	100111	傛傝	1001	100111	丄	I-E
嬊挿	1101	110111	偵	1011	101110	NO	I-E
偡傞	1111	111111	偡傞	1111	111111	NO	I-E
偙偲	1100	110010	偑	1011	101111	NO	I-E
偱偒傞	1111	111110	偱偒傞	1111	111110	丅	E-E

慜崁	1101	110110	偺	1010	NONE	NO	I-S2
婯掕	1111	111101	偵傛傝	1111	111111	NO	I-S2
嬊挿	1101	110111	偵	1011	101110	NO	I-S2
偝	1011	101101	偨	1110	111011	NO	I-S2
尃尷	1101	110111	偺	1010	NONE	NO	I-S2
枖偼	1010	101010	枖偼	1010	101010	NO	I-S2
堦晹	1101	110111	偼	1000	NONE	丄	E-S2
惌椷	1101	110101	偺	1010	NONE	NO	I-E
掕傔傞	1111	111110	掕傔傞	1111	111110	NO	I-E
偲偙傠	1101	110111	偵	1011	101110	NO	I-E
傛傝	1001	100111	傛傝	1001	100111	丄	I-E
挿	1101	110110	偵	1011	101110	NO	I-E
偡傞	1111	111111	偡傞	1111	111111	NO	I-E
偙偲	1100	110010	偑	1011	101111	NO	I-E
偱偒傞	1111	111110	偱偒傞	1111	111110	丅	E-E

忦	0101	NONE	忦	0101	NONE	NO	I-S2
媦傃	1010	101010	媦傃	1010	101010	NO	I-S2
暲傃偵	1010	101010	暲傃偵	1010	101010	NO	I-S2
媦傃	1010	101010	媦傃	1010	101010	NO	I-S2
崁	0101	NONE	偺	1010	NONE	NO	I-S2
婯掕	1111	111101	偵傛傝	1111	111111	NO	I-S2
巗挰懞	1101	110111	偑	1011	101111	NO	I-S2
偡傞	1111	111111	偡傞	1111	111111	NO	I-S2
偙偲	1100	110010	偲	1011	101101	NO	I-S2
偝	1011	101101	偄傞	1111	111111	NO	I-S2
暲傃偵	1010	101010	暲傃偵	1010	101010	NO	I-S2
晬懃	1101	110110	晬懃	1101	110110	NO	I-S2
忦	0101	NONE	偺	1010	NONE	NO	I-S2
嶰	0011	NONE	偺	1010	NONE	NO	I-S2
巐	0011	NONE	偺	1010	NONE	NO	I-S2
婯掕	1111	111101	偵傛傝	1111	111111	NO	I-S2
巗挰懞	1101	110111	偑	1011	101111	NO	I-S2
偡傞	1111	111111	偡傞	1111	111111	NO	I-S2
偙偲	1100	110010	偲	1011	101101	NO	I-S2
偝	1011	101101	傟傞	1111	111110	NO	I-S2
帠柋	1101	110100	偼	1000	NONE	丄	E-S2
朄	1101	110110	朄	1101	110110	NO	I-E
忦	0101	NONE	忦	0101	NONE	NO	I-E
崁	0101	NONE	崁	0101	NONE	NO	I-E
崋	0100	NONE	偵	1011	101110	NO	I-E
偡傞	1111	111111	偡傞	1111	111111	NO	I-E
帠柋	1101	110100	偲	1011	101101	NO	I-E
偡傞	1111	111111	偡傞	1111	111111	丅	E-E

師	1101	110110	偺	1010	NONE	NO	I-R
崋	0100	NONE	偺	1010	NONE	NO	I-R
偄偢傟	1101	110111	偵	1011	101110	NO	I-R
偡傞	1111	111111	偡傞	1111	111111	NO	E-R
幰	1101	110111	偼	1000	NONE	丄	E-S3
擭嬥	1101	110100	偺	1010	NONE	NO	I-E
幰	1101	110111	偲	1011	101101	NO	I-E
偡傞	1111	111111	偡傞	1111	111111	丅	E-E

崙撪	1101	110111	偵	1011	101110	NO	I-R
廧強	1101	110111	傪	1011	101111	NO	I-R
桳偡傞	1111	111110	桳偡傞	1111	111110	NO	I-R
埲忋	1101	110100	埲忋	1101	110100	NO	I-R
枹枮	1101	110111	偺	1010	NONE	NO	I-R
幰	1101	110111	偰	1110	111010	NO	I-R
媦傃	1010	101010	媦傃	1010	101010	NO	I-R
崋	0100	NONE	偺	1010	NONE	NO	I-R
偄偢傟	1101	110111	傕	1001	100110	NO	I-R
偟	1001	NONE	側偄	1111	111110	NO	E-R
幰	1101	110111	偼	1000	NONE	丄	E-S3
擭嬥	1101	110100	偺	1010	NONE	NO	I-E
幰	1101	110111	偲	1011	101101	NO	I-E
偡傞	1111	111111	偡傞	1111	111111	丅	E-E

朄	1101	110110	偺	1010	NONE	NO	I-S2
幰	1101	110111	幰	1101	110111	丄	I-S2
枖偼	1010	101010	枖偼	1010	101010	NO	I-S2
幰	1101	110111	偼	1000	NONE	丄	E-S2
擭嬥	1101	110100	偺	1010	NONE	NO	I-E
幰	1101	110111	偲	1011	101101	NO	I-E
偡傞	1111	111111	偡傞	1111	111111	丅	E-E

幰	1101	110111	偺	1010	NONE	NO	I-R
幰	1101	110111	偰	1110	111010	NO	I-R
庡偲偟偰	1101	110101	庡偲偟偰	1101	110101	NO	I-R
幰	1101	110111	偺	1010	NONE	NO	I-R
廂擖	1101	110111	偵傛傝	1111	111111	NO	I-R
惗寁	1101	110100	傪	1011	101111	NO	I-R
偡傞	1111	111111	偡傞	1111	111111	NO	I-R
傕偺	1100	110010	偺	1010	NONE	NO	I-R
偆偪	1101	110111	偆偪	1101	110111	NO	I-R
埲忋	1101	110100	埲忋	1101	110100	NO	I-R
枹枮	1101	110111	偺	1010	NONE	NO	E-R
幰	1101	110111	偼	1000	NONE	丄	E-S3
擭嬥	1101	110100	偺	1010	NONE	NO	I-E
幰	1101	110111	偲	1011	101101	NO	I-E
偡傞	1111	111111	偡傞	1111	111111	丅	E-E

崋	0100	NONE	偺	1010	NONE	NO	I-S2
婯掕	1111	111101	偺	1010	NONE	NO	I-S2
忋	1101	110111	忋	1101	110111	丄	I-S2
庡偲偟偰	1101	110101	庡偲偟偰	1101	110101	NO	I-S2
幰	1101	110111	偺	1010	NONE	NO	I-S2
